Ticker,Company Name,Sector,Buffett Score,ROIC,Current Price,ROE,Debt to Equity,Years to Pay Off Debt,EPS CAGR (Historical),FCF CAGR (Historical),Latest FCF,Shares Outstanding,Market Cap,Gross Margin,Net Margin,Industry,Edgar Fetched
CME,CME Group Inc.,Financial Services,6,0.151609159142917,285.05999755859375,0.14174922201878293,0.11912685096873456,0.8404056775207505,0.1469413186784443,0.12233880065457936,4193600000.0,362804943,103422074880,1.0,0.63313997,Financial Data & Stock Exchanges,True
AMP,"Ameriprise Financial, Inc.",Financial Services,5,1.655498405422794,464.1199951171875,0.5440525271033746,0.8950984883188273,1.6452427729441481,0.09211452089739103,0.2453905181040399,8161000000.0,90100000,41817210880,0.56601,0.20165001,Asset Management,True
APP,Applovin Corporation,Communication Services,5,1.1317780723823567,448.2900085449219,1.5617226261095971,1.6605561231683945,1.0632849235878725,0.0,1.1228988372325643,3942776000.0,306053394,150742417408,0.87864,0.60827,Advertising Agencies,True
KLAC,KLA Corporation,Technology,5,0.4971245614197189,1935.0,0.8655692449130551,1.297462542512413,1.4989702443075377,0.14800475001670677,0.07577850433682665,3741694000.0,131076611,254244175872,0.61574,0.35764,Semiconductor Equipment & Materials,True
LLY,Eli Lilly and Company,Healthcare,5,0.3856322811143023,883.9600219726562,0.7778405879027699,1.6017712455247786,2.0592538759689925,0.5199047822453504,0.09038703757109423,5964000000.0,893357420,789692284928,0.83044,0.31667,Drug Manufacturers - General,True
ADSK,"Autodesk, Inc.",Technology,5,0.35635308442562547,237.44000244140625,0.3691297208538588,0.8978653530377668,2.4323843416370106,0.114901027271338,0.0547279857953602,2376000000.0,211000000,50099838976,0.92326,0.15597999,Software - Application,True
AMAT,"Applied Materials, Inc.",Technology,5,0.3560644991391422,417.0400085449219,0.34278716629928974,0.3453343130051433,1.0074306944841382,0.0515875742677403,0.07302798517894282,5698000000.0,793609867,330967056384,0.48724,0.27784002,Semiconductor Equipment & Materials,True
GE,GE Aerospace,Industrials,5,0.3451560497759342,284.6000061035156,0.4660277346468919,1.09733897306848,2.3546645220588234,4.473703674798427,0.11395514846114008,7264000000.0,1043337235,297358524416,0.31149,0.17863001,Aerospace & Defense,True
GDDY,GoDaddy Inc.,Technology,5,0.33520232038357256,86.04000091552734,4.0678754067875404,17.95722919572292,4.4144,0.4187703193989307,0.19657469711825604,1575500000.0,133354117,11473788928,0.63614,0.17673,Software - Infrastructure,True
LII,"Lennox International, Inc.",Industrials,5,0.29083637373351107,490.9700012207031,0.6928037142120196,1.5223970423867252,2.1974435343757754,0.18032657620922032,0.46975736014164404,638800000.0,34817885,17094536192,0.33391997,0.1551,Building Products & Equipment,True
ALL,Allstate Corporation (The),Financial Services,5,0.2828093104073867,212.8800048828125,0.3359032995753022,0.24469127736033977,0.7284574985411398,0.0,0.2810070880649389,9882000000.0,258227312,54971432960,0.31301,0.15191,Insurance - Property & Casualty,True
JNJ,Johnson & Johnson,Healthcare,5,0.2514651821633956,227.5,0.3287059746885117,0.5878176199352497,1.7882778689747798,0.17492862208168147,0.039680905732483396,19313000000.0,2407216971,547641851904,0.68035007,0.21834,Drug Manufacturers - General,True
GILD,"Gilead Sciences, Inc.",Healthcare,5,0.23504804335015972,130.39999389648438,0.37485684080697734,1.0984054268346402,2.930199764982374,0.23175690475631328,0.042584000699299684,9456000000.0,1241203736,161852948480,0.78839993,0.28903,Drug Manufacturers - General,True
JKHY,"Jack Henry & Associates, Inc.",Technology,5,0.2128917738678114,151.14999389648438,0.21388265240995066,0.07039503818226871,0.32912925564127543,0.07908884444325248,0.09417616407316265,410338000.0,72167368,10939803648,0.43842,0.20587,Information Technology Services,True
FSLR,"First Solar, Inc.",Technology,5,0.2125749487540041,193.75999450683594,0.1602254268796381,0.06870785080257451,0.42881989544760635,0.0,0.0,1187230000.0,107450760,20819658752,0.40624002,0.2928,Solar,True
